#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-01-03T19:18:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ586bf8d15886	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/432/1203&tab:{J/MNRAS/432/1203/table2}&key:source=J/MNRAS/432/1203/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/432/1203/table2
#-order=I
#-out=KIC
#-out=Teff
#-out=logg
#-out=f_logg
#-out=Mass
#-out=Per
#-out=e_Per
#-out=Amp
#-out=Flag
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_74321203
#Name: J/MNRAS/432/1203
#Title: Rotation periods of M-dwarf stars (McQuillan+, 2013)
#Table	J_MNRAS_432_1203_table2:
#Name: J/MNRAS/432/1203/table2
#Title: M-dwarfs with detected rotation periods
#Column	KIC	(I8)	KIC identification number (V/133)	[ucd=meta.id]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? Surface gravity	[ucd=phys.gravity]
#Column	f_logg	(A1)	[i] i for -{infinity}	[ucd=meta.code]
#Column	Mass	(F7.4)	Star mass	[ucd=phys.mass]
#Column	Per	(F6.3)	Rotation period	[ucd=time.period]
#Column	e_Per	(F6.3)	rms uncertainty on Per	[ucd=stat.error]
#Column	Amp	(F6.2)	[0.7/160] Amplitude of variability	[ucd=src.var]
#Column	Flag	(A2)	Flag on binarity or periodicity (1)	[ucd=meta.code.error]
#Column	_RA	(F10.6)	Positions from KIC (Cat. V/133) catalog (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F10.6)	Positions from KIC (Cat. V/133) catalog (declination part)	[ucd=pos.eq.dec;meta.main]
#KIC	Teff	logg	f_logg	Mass	Per	e_Per	Amp	Flag	_RA	_DE
# 	K	[cm/s2]	 	Msun	d	d	mmag	 	deg	deg
#————	----	-----	-	-------	------	------	------	--	----------	----------
 8158164	3924	 4.44	 	 0.5135	16.040	 0.064	  8.20	  	289.110570	+44.069530
 8161771	3919	 4.40	 	 0.5115	29.220	 0.076	 12.70	  	290.388370	+44.094238
 8162250	3967	 4.46	 	 0.5304	34.482	 1.032	  4.50	HM	290.548650	+44.010181
 8167996	3892	 4.39	 	 0.5009	24.520	 0.122	  3.60	PL	292.642360	+44.087669
 8183277	3941	 4.55	 	 0.5201	34.012	 0.262	  6.10	  	297.345310	+44.062759
 8183594	3685	 4.24	 	 0.4218	31.774	 0.227	  6.10	  	297.421360	+44.001541
 8189555	3819	 4.85	 	 0.4727	20.352	 9.846	  3.90	  	298.867650	+44.082401
 8190637	3728	 4.54	 	 0.4380	31.223	 0.131	  7.50	  	299.126680	+44.026852
 8196449	3706	 4.30	 	 0.4297	 4.618	 0.000	 49.70	PB	300.704410	+44.011238
 8210323	3815	 4.48	 	 0.4711	13.026	 0.035	 33.70	  	280.737520	+44.194221
 8217295	3658	 4.33	 	 0.4117	40.030	17.888	  4.30	  	284.537380	+44.193642
 8218687	3734	 4.59	 	 0.4402	19.759	 0.210	  4.20	  	285.309200	+44.191341
 8219352	3908	 4.67	 	 0.5072	27.218	 0.242	  3.80	  	285.718570	+44.186481
 8226440	3652	 4.37	 	 0.4095	38.252	15.792	 15.10	  	289.370540	+44.162621
 8228868	3898	 4.50	 	 0.5033	18.513	 0.006	  5.10	  	290.240050	+44.143459
 8229458	3922	 4.44	 	 0.5127	15.468	 0.182	  9.00	PL	290.434020	+44.107651
 8233490	3827	 4.48	 	 0.4758	26.911	 0.318	  2.00	  	291.850860	+44.127590
 8235487	3881	 4.46	 	 0.4967	32.040	 0.446	  8.30	  	292.614650	+44.100868
 8236202	3975	 4.40	 	 0.5335	25.665	 0.030	  8.30	  	292.866360	+44.126350
 8242064	3680	 4.49	 	 0.4199	32.878	 0.052	  5.70	  	294.847780	+44.191608
 8248415	3718	 4.53	 	 0.4342	18.196	 0.349	  4.80	  	296.786250	+44.145641
 8249268	3822	 4.58	 	 0.4738	38.109	19.249	  6.10	  	297.018890	+44.191872
 8255148	3682	 4.44	 	 0.4207	40.132	10.487	  8.10	  	298.449950	+44.186562
 8258370	3794	 4.56	 	 0.4631	21.312	 0.074	  4.50	  	299.278200	+44.147652
 8265007	3826	 4.77	 	 0.4754	40.990	18.194	 11.40	  	301.092470	+44.182461
 8280113	3763	 4.52	 	 0.4512	22.824	 0.088	  8.60	  	282.796880	+44.238819
 8283025	3960	 4.76	 	 0.5276	32.295	 0.464	  7.10	  	284.319240	+44.207451
 8283487	3635	 4.58	 	 0.4032	32.857	 0.087	  4.00	HM	284.559200	+44.204151
 8289464	3674	 4.60	 	 0.4177	18.145	 0.023	  8.50	  	287.749540	+44.249649
 8292510	3670	 4.39	 	 0.4162	33.460	 0.394	  3.20	  	289.210780	+44.291409
 8293258	3742	 4.65	 	 0.4433	37.210	15.568	  9.90	  	289.499330	+44.253731
 8293417	3873	 4.60	 	 0.4936	17.532	 0.126	 10.10	  	289.559540	+44.210258
 8295781	3854	 4.45	 	 0.4862	23.070	 0.251	  5.70	  	290.391630	+44.206661
 8299093	3687	 4.27	 	 0.4226	40.295	10.509	  5.40	  	291.567080	+44.299000
 8308866	3994	 4.48	 	 0.5410	27.095	 0.091	  5.90	  	295.060180	+44.294441
 8310086	3707	 4.50	 	 0.4301	35.881	 0.122	 13.00	  	295.444430	+44.246769
 8312120	3721	 4.45	 	 0.4353	35.565	 0.350	  6.70	  	296.083220	+44.254459
 8316286	3969	 4.50	 	 0.5311	15.836	 0.107	  4.20	  	297.239810	+44.291119
 8325962	3975	 4.46	 	 0.5335	12.659	 0.056	  8.30	  	299.692540	+44.251560
 8331561	3826	 4.48	 	 0.4754	 0.429	 0.000	 59.90	PB	301.263150	+44.288189
 8343785	3954	 4.51	 	 0.5252	 7.152	 0.005	 20.10	  	281.141330	+44.393040
 8350612	3881	 4.41	 	 0.4967	36.883	 0.052	  4.40	  	285.024900	+44.350960
 8363450	3929	 4.54	 	 0.5154	20.066	 0.062	  5.80	  	291.030610	+44.336319
 8365200	3652	 4.31	 	 0.4095	19.248	 0.223	  6.00	  	291.685790	+44.314121
 8370394	3545	 4.12	 	 0.3704	39.805	 1.286	  2.90	  	293.604860	+44.392769
 8373723	3676	 4.31	 	 0.4184	19.780	 0.359	 16.40	  	294.745180	+44.315529
 8375488	3813	 4.40	 	 0.4704	28.525	 0.394	  9.60	  	295.309880	+44.311729
 8377279	3693	 4.47	 	 0.4248	21.547	 0.041	 18.60	  	295.879090	+44.327950
 8377714	3971	 4.47	 	 0.5319	16.224	 0.171	  2.60	  	296.018620	+44.394310
 8380342	3970	 4.41	 	 0.5315	32.500	 0.910	  5.70	  	296.798100	+44.318741
 8381383	3844	 4.48	 	 0.4823	24.898	 0.244	  3.00	  	297.062810	+44.331829
 8382212	3830	 4.36	 	 0.4769	30.017	 0.026	  6.90	  	297.261930	+44.338959
 8388857	3716	 4.52	 	 0.4334	16.776	 0.054	  8.50	  	298.920530	+44.361580
 8393582	3887	 4.55	 	 0.4990	18.309	 0.183	  3.90	  	300.172060	+44.394131
 8398221	3996	 4.54	 	 0.5418	11.647	 0.010	 10.70	  	301.672450	+44.386398
 8414216	3868	 4.42	 	 0.4916	36.321	 0.105	  5.00	  	284.157990	+44.459110
 8415004	3893	 4.41	 	 0.5013	 1.226	 0.000	 63.60	PB	284.568760	+44.424389
 8415119	3851	 4.60	 	 0.4850	18.002	 0.166	  7.00	  	284.631200	+44.464291
 8415336	3970	 4.52	 	 0.5315	17.920	 0.080	  6.30	  	284.753140	+44.460201
 8415867	3925	 4.33	 	 0.5138	28.464	 0.212	  6.20	  	285.053500	+44.468060
 8416220	3540	 4.08	 	 0.3686	 0.715	 0.020	 42.30	PB	285.240260	+44.474419
 8418317	3747	 4.77	 	 0.4452	38.088	13.532	  5.80	  	286.371610	+44.467571
 8421129	3520	 4.05	 	 0.3615	48.121	22.123	 23.40	  	287.863160	+44.404770
 8423373	3678	 4.29	 	 0.4192	42.665	12.696	 10.80	  	288.978700	+44.493351
 8425062	3864	 4.53	 	 0.4901	30.753	 0.131	  3.40	  	289.662900	+44.444279
 8428347	3724	 4.54	 	 0.4365	24.806	 0.434	 10.50	  	290.916200	+44.425480
 8454353	3699	 4.47	 	 0.4271	 1.492	 0.000	 39.50	PB	299.099580	+44.491638
 8456954	3619	 4.62	 	 0.3973	31.580	 0.831	  9.80	  	299.766420	+44.436970
 8459697	3977	 4.44	 	 0.5343	16.694	 0.064	  5.20	  	300.498050	+44.467178
 8461279	3743	 4.59	 	 0.4436	18.452	 0.378	  5.00	  	301.011510	+44.499142
 8474262	3881	 4.53	 	 0.4967	32.224	 0.149	  8.40	  	281.332400	+44.565071
 8474661	3876	 4.60	 	 0.4947	26.952	 0.258	  2.70	  	281.614990	+44.568989
 8474897	3648	 4.62	 	 0.4080	 1.001	 0.000	  7.40	PB	281.765530	+44.545719
 8479326	3946	 4.44	 	 0.5221	17.144	 0.074	  4.40	  	284.244840	+44.592232
 8483557	3658	 4.53	 	 0.4117	22.232	 0.041	  7.90	  	286.713010	+44.584839
 8487692	3670	 4.37	 	 0.4162	31.141	 0.262	  2.60	  	288.877990	+44.540230
 8491142	3995	 4.54	 	 0.5414	16.807	 0.269	  3.20	  	290.312260	+44.516842
 8494510	3816	 4.43	 	 0.4715	 2.105	 0.000	 55.60	PB	291.535520	+44.575119
 8499971	3911	 4.43	 	 0.5084	16.694	 0.011	 16.20	  	293.679810	+44.521622
 8505485	3984	 4.38	 	 0.5371	15.530	 0.011	  6.00	  	295.521480	+44.500790
 8505930	3817	 4.53	 	 0.4719	19.371	 0.087	  5.80	  	295.665800	+44.596119
 8507979	3512	 4.05	 	 0.3586	 1.226	 0.000	 52.20	PB	296.309480	+44.574871
 8510500	3836	 4.63	 	 0.4792	35.003	 0.682	  6.90	  	297.027620	+44.554699
 8516922	3892	 4.53	 	 0.5009	23.856	 0.434	  4.50	  	298.651180	+44.525269
 8520954	3807	 4.22	 	 0.4681	28.730	 0.212	  5.50	  	299.720490	+44.546410
 8521933	3917	 4.51	 	 0.5107	27.156	 0.288	  8.20	  	299.978550	+44.583279
 8544884	3728	 4.32	 	 0.4380	37.455	14.931	  9.70	  	284.771550	+44.645691
 8545145	3962	 4.58	 	 0.5284	30.783	 0.315	  4.80	  	284.909790	+44.682671
 8546136	3816	 4.41	 	 0.4715	19.351	 0.025	 17.70	  	285.509120	+44.675129
 8547947	3923	 4.49	 	 0.5131	27.381	 0.121	  6.60	  	286.510190	+44.635220
 8554218	3984	 4.68	 	 0.5371	25.849	 0.621	 10.80	  	289.620790	+44.619980
 8556261	3844	 4.40	 	 0.4823	19.024	 0.166	  5.20	  	290.402160	+44.625340
 8558589	3963	 4.52	 	 0.5288	24.255	 0.044	  9.80	  	291.277500	+44.618359
 8565204	3674	 4.39	 	 0.4177	13.731	 0.066	 14.10	  	293.860960	+44.621761
 8573021	3857	 4.31	 	 0.4873	33.072	 0.586	  5.80	  	296.464320	+44.611240
 8581480	3669	 4.27	 	 0.4158	26.237	 0.182	 12.50	  	298.637210	+44.676441
 8583756	3860	 4.31	 	 0.4885	 9.216	 0.020	 25.00	  	299.238010	+44.663132
 8589002	3825	 4.36	 	 0.4750	19.392	 0.148	  5.50	  	300.591950	+44.685699
 8604363	3996	 4.46	 	 0.5418	30.334	 0.542	  6.90	  	281.873840	+44.748112
 8607728	   0	     	i	 0.0000	23.846	 0.115	 11.80	  	283.741360	+44.793072
 8609534	3998	 4.53	 	 0.5426	23.846	 0.650	  2.10	  	284.721340	+44.739632
 8609873	3982	 4.39	 	 0.5363	29.690	 0.591	  4.70	  	284.907620	+44.746578
 8611277	3933	 4.39	 	 0.5170	18.983	 0.037	  6.40	  	285.728090	+44.766640
 8611876	3504	 4.02	 	 0.3558	 1.573	 0.000	 31.00	PB	286.044460	+44.717510
 8621836	3920	 4.61	 	 0.5119	35.565	 0.061	 11.30	  	290.714900	+44.778858
 8647852	3997	 4.46	 	 0.5422	22.978	 0.169	  7.50	  	298.999790	+44.788990
 8652639	3978	 4.53	 	 0.5347	31.631	 0.105	 11.30	  	300.306820	+44.780869
 8655810	3526	 4.10	 	 0.3636	43.871	18.903	 21.60	  	301.251370	+44.763168
 8673358	3680	 4.24	 	 0.4199	 1.022	 0.000	 31.20	PB	284.214900	+44.804520
 8678480	3815	 4.70	 	 0.4711	34.247	 0.656	  8.80	  	287.112950	+44.826488
 8716714	3710	 4.43	 	 0.4312	22.610	 0.210	 11.50	  	300.322850	+44.800709
 8718072	3931	 4.53	 	 0.5162	32.745	 0.079	  6.20	  	300.704470	+44.847050
 8739070	3862	 4.68	 	 0.4893	19.759	 0.025	 13.10	  	284.948030	+44.998322
 8741649	3692	 4.27	 	 0.4244	40.643	14.350	 19.70	  	286.445950	+44.911640
 8746355	3925	 4.29	 	 0.5138	35.228	 0.280	  4.20	  	288.911190	+44.952221
 8749769	3651	 4.38	 	 0.4092	22.436	 0.522	 13.00	  	290.382810	+44.986542
 8753991	3927	 4.57	 	 0.5146	17.011	 0.046	  4.30	  	291.997280	+44.935680
 8759399	3874	 4.26	 	 0.4939	20.638	 0.049	 12.20	  	294.102720	+44.983360
 8776565	3692	 4.53	 	 0.4244	 2.677	 0.000	 27.40	PB	299.118320	+44.916458
 8777235	3938	 4.44	 	 0.5189	26.809	 0.136	 12.70	  	299.304380	+44.914242
 8780122	3921	 4.49	 	 0.5123	24.234	 0.176	 10.80	  	300.115020	+44.949009
 8780274	3718	 4.33	 	 0.4342	31.856	 0.560	  8.40	  	300.149750	+44.954342
 8801244	3904	 4.61	 	 0.5056	20.413	 0.049	  5.00	  	283.412230	+45.012119
 8801919	3958	 4.28	 	 0.5268	31.427	 0.079	  5.10	  	283.793910	+45.075981
 8804018	3904	 4.49	 	 0.5056	36.586	 0.149	  6.60	  	284.878970	+45.048901
 8804147	3975	 4.37	 	 0.5335	38.538	15.465	  7.30	  	284.951050	+45.059872
 8807085	3826	 4.56	 	 0.4754	 3.249	 0.000	 55.90	PB	286.569270	+45.045078
 8814775	3535	 4.10	 	 0.3668	 2.289	 0.000	 29.70	PB	290.279020	+45.093658
 8822710	3824	 4.35	 	 0.4746	20.188	 0.161	  3.50	  	293.347500	+45.066570
 8823902	3712	 4.46	 	 0.4319	29.363	 0.152	  7.80	  	293.798950	+45.013008
 8824158	3919	 4.54	 	 0.5115	42.482	10.248	  6.10	  	293.895480	+45.098652
 8825951	3904	 4.46	 	 0.5056	17.123	 0.034	  8.20	  	294.533600	+45.040981
 8838894	3845	 4.43	 	 0.4827	37.056	 0.700	 11.10	  	298.405430	+45.062141
 8839947	3803	 4.32	 	 0.4665	15.039	 0.015	  7.70	  	298.692230	+45.025021
 8843975	3905	 4.57	 	 0.5060	15.448	 0.064	  7.20	  	299.843990	+45.071178
 8844761	3866	 4.44	 	 0.4908	20.331	 0.074	  1.30	  	300.078430	+45.087070
 8845205	3576	 4.44	 	 0.3816	51.002	26.978	 13.60	PL	300.206090	+45.018139
 8846163	4180	 4.70	 	 0.6153	52.290	15.625	  4.70	  	300.460630	+45.013840
 8847759	3851	 4.54	 	 0.4850	 4.781	 0.025	  8.70	  	300.890750	+45.071869
 8873448	3919	 4.54	 	 0.5115	 3.453	 0.000	 62.40	PB	286.747560	+45.158051
 8881126	3890	 4.62	 	 0.5002	36.924	12.635	  5.50	  	290.201260	+45.132690
 8881243	3827	 4.57	 	 0.4758	32.203	 0.586	  6.10	  	290.238130	+45.194321
 8882315	3894	 4.55	 	 0.5017	19.412	 0.012	  6.20	  	290.603420	+45.185921
 8890150	3900	 4.50	 	 0.5041	19.902	 0.025	 12.90	PL	293.511080	+45.136589
 8892000	3666	 4.47	 	 0.4147	21.414	 0.037	 10.10	  	294.134490	+45.113590
 8895062	3931	 4.31	 	 0.5162	21.414	 0.594	  2.50	  	295.131590	+45.179161
 8908779	3923	 4.58	 	 0.5131	27.361	 0.364	  6.10	  	299.033050	+45.178879
 8909853	3743	 4.63	 	 0.4436	49.020	 3.736	  9.90	  	299.354610	+45.123470
 8912241	3887	 4.54	 	 0.4990	23.621	 0.800	  5.80	  	300.050080	+45.149651
 8912302	3992	 4.39	 	 0.5402	13.762	 0.121	  3.40	  	300.066440	+45.154171
 8912338	3881	 4.42	 	 0.4967	38.088	12.711	  7.80	  	300.077580	+45.118809
 8933532	3902	 4.46	 	 0.5048	18.370	 0.493	  2.50	  	283.086910	+45.261879
 8935605	3938	 4.53	 	 0.5189	18.309	 0.086	  3.90	  	284.105530	+45.271160
 8935655	3533	 4.13	 	 0.3661	 2.002	 0.000	  9.00	PB	284.139250	+45.230042
 8940442	3944	 4.54	 	 0.5213	31.335	 0.569	 10.00	  	286.536410	+45.201130
 8940708	3923	 4.58	 	 0.5131	19.065	 0.025	  5.20	  	286.671750	+45.257080
 8941398	3956	 4.62	 	 0.5260	18.554	 0.106	  3.90	  	287.009610	+45.237560
 8946785	3932	 4.55	 	 0.5166	14.682	 0.015	 14.00	  	289.541200	+45.247082
 8946916	3979	 4.50	 	 0.5351	20.311	 0.074	  3.80	  	289.599240	+45.262970
 8947255	3691	 4.41	 	 0.4241	 7.438	 0.010	 30.10	  	289.767580	+45.263630
 8957023	3553	 4.12	 	 0.3733	42.604	21.465	 13.80	  	293.352260	+45.251270
 8957803	3892	 4.29	 	 0.5009	15.959	 0.000	 11.90	  	293.632390	+45.273232
 8961162	3712	 4.54	 	 0.4319	18.697	 0.057	 20.60	  	294.674100	+45.240582
 8962137	3659	 4.55	 	 0.4121	22.784	 0.095	 12.90	  	294.985990	+45.223141
 8977910	3512	 4.04	 	 0.3586	10.769	 0.000	 27.10	  	299.084960	+45.201382
 8985072	3875	 4.46	 	 0.4943	26.329	 0.691	  3.90	  	301.035000	+45.271881
 9002074	3715	 4.45	 	 0.4331	17.154	 0.218	 22.20	  	283.086240	+45.320438
 9004474	3827	 4.47	 	 0.4758	25.808	 1.909	 17.30	  	284.323580	+45.346241
 9005449	3531	 4.18	 	 0.3654	44.852	14.585	  5.80	  	284.825070	+45.319618
 9019435	3672	 4.46	 	 0.4170	 3.024	 0.000	 16.50	PB	290.907840	+45.301701
 9020510	3864	 4.34	 	 0.4901	25.031	 0.076	  4.40	  	291.312560	+45.302528
 9022001	3801	 4.66	 	 0.4658	14.651	 0.030	  9.60	  	291.827120	+45.378342
 9024869	3989	 4.61	 	 0.5390	20.618	 0.074	 18.70	  	292.881840	+45.352291
 9024907	3721	 4.55	 	 0.4353	36.873	 0.534	  5.00	  	292.896090	+45.388771
 9026334	3672	 4.54	 	 0.4170	32.367	 0.070	  5.60	  	293.408970	+45.380901
 9031452	3898	 4.56	 	 0.5033	23.754	 0.359	  5.10	  	295.125820	+45.342770
 9041163	3977	 4.47	 	 0.5343	13.108	 0.045	  8.70	  	297.675600	+45.342152
 9041966	3667	 4.22	 	 0.4151	31.907	 0.201	  9.00	  	297.839260	+45.372261
 9050287	3885	 4.61	 	 0.4982	19.105	 0.074	  5.20	  	299.974240	+45.325161
 9071446	3940	 4.55	 	 0.5197	17.348	 0.063	  6.30	  	283.213650	+45.469269
 9075708	3986	 4.52	 	 0.5378	 0.511	 0.000	  2.30	PB	285.567110	+45.493050
 9075931	3963	 4.50	 	 0.5288	18.339	 0.023	  4.60	  	285.692600	+45.430111
 9076474	3827	 4.63	 	 0.4758	16.807	 0.132	  4.10	  	285.977630	+45.449951
 9077376	3882	 4.35	 	 0.4971	15.754	 0.118	  6.20	  	286.494810	+45.479031
 9080730	3950	 4.43	 	 0.5237	31.263	 0.166	  6.50	  	288.339510	+45.458000
 9085112	3993	 4.58	 	 0.5406	23.621	 0.739	  3.50	  	290.410920	+45.435780
 9088379	3932	 4.53	 	 0.5166	34.308	 1.443	  5.50	  	291.647550	+45.425640
 9092374	3979	 4.56	 	 0.5351	16.408	 0.064	  3.00	  	293.160680	+45.483330
 9093501	3706	 4.47	 	 0.4297	49.409	15.222	  5.50	  	293.549680	+45.428360
 9101205	3912	 4.48	 	 0.5088	35.146	 0.822	  4.20	  	295.975040	+45.446110
 9107656	3860	 4.55	 	 0.4885	29.363	 0.324	  8.40	  	297.695040	+45.470039
 9112164	3728	 4.25	 	 0.4380	18.380	 0.178	  6.30	  	298.833950	+45.418171
 9118518	3737	 4.49	 	 0.4414	20.740	 0.037	  8.20	  	300.613800	+45.477520
 9137385	3960	 4.44	 	 0.5276	25.522	 0.136	 10.50	  	283.108430	+45.556431
 9138149	3994	 4.51	 	 0.5410	30.211	 0.070	  7.40	  	283.545560	+45.536991
 9141177	3931	 4.59	 	 0.5162	30.814	 0.105	  6.20	  	285.219600	+45.583801
 9142334	3838	 4.49	 	 0.4800	20.863	 0.198	  3.60	  	285.851720	+45.511349
 9142714	3665	 4.44	 	 0.4143	10.840	 0.056	 36.40	  	286.042760	+45.511211
 9146935	3808	 4.59	 	 0.4684	23.407	 0.020	 11.30	  	288.390590	+45.589359
 9151921	3870	 4.56	 	 0.4924	25.368	 0.312	  2.80	  	290.746640	+45.578011
 9157515	3925	 4.51	 	 0.5138	19.289	 0.099	  3.20	  	293.009090	+45.576420
 9160884	3853	 4.64	 	 0.4858	25.828	 0.030	  5.30	  	294.243290	+45.551048
 9161260	3884	 4.52	 	 0.4978	14.917	 0.015	  5.80	  	294.366580	+45.567360
 9161330	3919	 4.56	 	 0.5115	16.020	 0.118	  3.20	  	294.388760	+45.531410
 9165053	3874	 4.53	 	 0.4939	30.385	 0.044	 10.50	  	295.796690	+45.586700
 9173561	3656	 4.42	 	 0.4110	22.089	 0.034	  5.70	  	298.247650	+45.512821
 9175009	3836	 4.58	 	 0.4792	25.542	 0.924	  3.50	  	298.622920	+45.524609
 9179906	3686	 4.31	 	 0.4222	 8.817	 0.015	 14.20	  	300.016140	+45.527920
 9182756	3943	 4.57	 	 0.5209	15.315	 0.045	  7.20	  	300.769650	+45.533230
 9201463	   0	     	i	 0.0000	 5.507	 0.297	 12.10	  	283.140900	+45.642773
 9201919	3895	 4.49	 	 0.5021	40.213	10.074	  3.20	  	283.423190	+45.664082
 9205855	3612	 4.19	 	 0.3948	 0.920	 0.000	 15.40	PB	285.645020	+45.651459
 9216811	3846	 4.54	 	 0.4831	15.407	 0.021	  8.70	  	291.261110	+45.601662
 9221091	3677	 4.21	 	 0.4188	21.895	 0.942	  5.40	  	292.979430	+45.665031
 9224514	3856	 4.58	 	 0.4870	18.002	 0.092	  5.30	  	294.260190	+45.694080
 9229798	3618	 4.20	 	 0.3970	42.216	14.316	  5.90	  	296.127530	+45.620670
 9230137	3510	 4.05	 	 0.3579	41.991	15.709	 10.30	  	296.237980	+45.694530
 9238899	3915	 4.38	 	 0.5099	 4.209	 0.000	 39.00	PB	298.690310	+45.682911
 9265122	3736	 4.49	 	 0.4410	21.210	 0.049	  8.20	  	283.681850	+45.738949
 9265875	3967	 4.55	 	 0.5304	13.210	 0.030	  2.40	  	284.091460	+45.799831
 9266689	3911	 4.49	 	 0.5084	24.714	 0.393	  3.70	  	284.548830	+45.788399
 9267818	3732	 4.35	 	 0.4395	10.758	 0.005	 43.60	  	285.115390	+45.785030
 9269155	3964	 4.36	 	 0.5292	26.523	 1.864	  2.80	  	285.880310	+45.708328
 9278258	3967	 4.55	 	 0.5304	14.876	 0.015	  8.40	  	290.760350	+45.778259
 9279516	3905	 4.59	 	 0.5060	19.126	 0.049	  8.10	  	291.293090	+45.708221
 9283820	3947	 4.50	 	 0.5225	20.270	 0.111	  6.30	  	293.042970	+45.781479
 9289916	3751	 4.62	 	 0.4467	18.002	 0.023	 22.50	  	295.329280	+45.725430
 9290256	3728	 4.72	 	 0.4380	46.691	12.727	  5.38	  	295.447780	+45.784649
 9291325	3834	 4.58	 	 0.4784	18.901	 0.037	  5.60	  	295.811340	+45.749470
 9326184	3975	 4.55	 	 0.5335	15.938	 0.054	  3.70	  	283.523990	+45.805901
 9326466	3906	 4.68	 	 0.5064	33.664	 0.087	  3.00	  	283.677150	+45.826511
 9328136	3890	 4.55	 	 0.5002	26.462	 0.106	  5.70	  	284.578770	+45.878040
 9333505	3522	 4.05	 	 0.3622	35.125	 1.522	  3.90	  	287.744480	+45.843540
 9335198	3840	 4.75	 	 0.4808	14.743	 0.197	 15.30	  	288.629820	+45.864529
 9347854	4000	 4.51	 	 0.5434	35.963	 0.796	  5.40	  	294.005770	+45.845661
 9351620	3946	 4.48	 	 0.5221	31.907	 0.227	  6.10	  	295.359950	+45.854141
 9357375	3987	 4.60	 	 0.5382	18.166	 0.155	  3.00	  	297.233550	+45.843262
 9388479	3684	 4.43	 	 0.4214	36.137	 0.236	  8.50	PL	283.732030	+45.958771
 9390653	3654	 4.42	 	 0.4103	44.157	14.146	  4.20	PL	284.921840	+45.972401
 9395205	3891	 4.60	 	 0.5006	 5.037	 0.025	 24.20	  	287.506590	+45.953030
 9396164	3811	 4.62	 	 0.4696	28.403	 0.015	  6.70	  	288.070650	+45.905739
 9397683	3980	 4.59	 	 0.5355	36.198	 0.219	  4.70	  	288.926820	+45.992729
 9405445	3896	 4.46	 	 0.5025	34.492	 0.499	  6.60	  	292.396610	+45.915081
 9406987	3900	 4.46	 	 0.5041	26.789	 0.485	  6.60	  	293.016720	+45.981499
 9407162	3657	 4.46	 	 0.4114	36.290	17.346	  7.30	  	293.086820	+45.982670
 9407581	3679	 4.58	 	 0.4196	 4.271	 0.000	 23.60	PB	293.264890	+45.948689
 9410888	3997	 4.55	 	 0.5422	19.984	 0.025	  6.20	  	294.498410	+45.991829
 9414088	3983	 4.50	 	 0.5367	26.012	 0.045	  7.70	  	295.690610	+45.907421
 9419288	3853	 4.56	 	 0.4858	20.188	 0.012	  8.50	  	297.368530	+45.908451
 9419545	3929	 4.46	 	 0.5154	40.704	12.190	  7.50	  	297.445010	+45.974991
 9425635	3849	 4.53	 	 0.4842	15.019	 0.107	 11.20	  	299.149170	+45.912701
 9426508	3560	 4.23	 	 0.3758	40.786	12.451	 10.30	  	299.413210	+45.905071
 9446945	3690	 4.45	 	 0.4237	47.794	15.813	 11.80	  	282.273990	+46.054230
 9455181	3981	 4.44	 	 0.5359	25.358	 0.227	  4.20	  	287.175200	+46.055111
 9455236	3941	 4.45	 	 0.5201	25.297	 0.015	 12.00	  	287.203800	+46.092010
 9455756	3953	 4.40	 	 0.5248	23.509	 0.020	  2.20	  	287.512420	+46.055161
 9467899	3804	 4.54	 	 0.4669	16.725	 0.126	  6.10	  	293.059050	+46.094589
 9468935	3934	 4.42	 	 0.5174	10.860	 0.025	 24.00	  	293.466430	+46.051849
 9471262	3666	 4.58	 	 0.4147	33.031	 0.639	  4.50	  	294.322140	+46.056679
 9472906	3801	 4.54	 	 0.4658	32.970	 0.061	 21.40	  	294.915530	+46.070801
 9473985	3572	 4.63	 	 0.3802	20.883	 0.037	 14.60	  	295.294130	+46.004082
 9474589	3232	 4.62	 	 0.2639	22.896	 0.095	  5.40	  	295.497500	+46.017979
 9481758	3852	 4.53	 	 0.4854	17.614	 0.160	  4.70	  	297.732450	+46.023209
 9488191	3911	 4.41	 	 0.5084	15.938	 0.354	  7.00	  	299.513310	+46.017090
 9508744	3818	 4.59	 	 0.4723	18.370	 0.109	  5.40	  	282.353390	+46.198681
 9512162	3955	 4.60	 	 0.5256	19.167	 0.062	  2.20	  	284.401250	+46.188889
 9519275	3729	 4.41	 	 0.4383	18.309	 0.052	  5.40	  	288.528590	+46.121880
